province	city	school_url	school_grades	school_board	school_language	response_url	school_name	school_type	postal_code	phone_number	street_address
ON	Burlington	http://nel.hdsb.ca	09 - 12	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=2031	Nelson High School	High School	 L7L 1T3	905-637-3825	4181 New St
ON	Oakville	http://oth.hdsb.ca	09 - 12	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=2035	Oakville Trafalgar High School	High School	 L6J 3L6	905-845-2875	1460 Devon Rd
ON	Oakville	http://mun.hdsb.ca	01 - 08	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1228	Munn's Public School	Public School	 L6H 1X8	905-844-9461	1511 Sixth Line
ON	Oakville	http://oak.hdsb.ca	JK - 05	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1240	Oakwood Public School	Public School	 L6K 3E5	905-845-0412	357 Bartos Dr
ON	Burlington	http://garyallan.ca/	09 - 12	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=2051	Gary Allan High School - Night School	Night School	 L7N 1M8	905-632-2944	3250 New St
ON	Oakville	http://ood.hdsb.ca	JK - 08	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1113	Oodenawi Public School	Public School	 L6M 0Z4	905-257-6594	385 Sixteen Mile Dr
ON	Oakville	http://mon.hdsb.ca	JK - 08	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1223	Montclair Public School	Public School	 L6H 1Z3	905-845-9590	1285 Montclair Dr
ON	Milton	http://mar.hdsb.ca	JK - 05	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1212	Martin Street Public School	Public School	 L9T 2R4	905-878-8191	184 Martin St
ON	Burlington	http://moh.hdsb.ca	JK - 06	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1222	Mohawk Gardens Public School	Public School	 L7L 1N3	905-632-3946	5280 Spruce Ave
ON	Oakville	http://mag.hdsb.ca	JK - 08	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1206	Maple Grove Public School	Public School	 L6J 4V5	905-844-9322	288 MAPLE GROVE DR
ON	Burlington	http://map.hdsb.ca	JK - 06	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1208	Maplehurst Public School	Public School	 L7T 2E2	905-634-2373	481 Plains Rd E
ON	Acton	http://mck.hdsb.ca	JK - 08	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1216	McKenzie-Smith Bennett School	Bennett School	 L7J 2H4	519-853-3800	69 ACTON BLVD
ON	Milton	http://mil.hdsb.ca	09 - 12	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=2027	Milton District High School	High School	 L9T 2G4	905-878-2839	396 Williams Ave
ON	Burlington	http://mmr.hdsb.ca	09 - 12	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=2025	M.M. Robinson High School	High School	 L7P 3N9	905-335-5588	2425 Upper Middle Rd
ON	Limehouse	http://lim.hdsb.ca	JK - 05	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1198	Limehouse Public School	Public School	 L0P 1H0	905-873-6354	11139 22 Side Rd
ON	Burlington	http://lak.hdsb.ca	JK - 06	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1194	Lakeshore Public School	Public School	 L7R 1B1	905-634-3244	2243 Lakeshore Rd
ON	Burlington	http://lbp.hdsb.ca	09 - 12	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=2022	Lester B. Pearson High School	High School	 L7M 1V7	905-335-0961	1433 Headon Rd
ON	Kilbride	http://kilps.hdsb.ca/	JK - 08	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1190	Kilbride Public School	Public School	 L7P 0L8	905-335-6394	6611 Panton St
ON	Burlington	http://kin.hdsb.ca	JK - 06	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1192	King's Road Public School	Public School	 L7T 3P3	905-637-3477	660 Greenwood Dr
ON	Burlington	http://jtt.hdsb.ca	JK - 08	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1182	John T. Tuck Public School	Public School	 L7N 1J7	905-637-3881	3365 Spruce Ave
ON	Burlington	http://jwb.hdsb.ca	JK - 08	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1185	John William Boich Public School	Public School	 L7L 0G2	905-336-1864	2474 Sutton Dr
ON	Georgetown	http://jos.hdsb.ca	JK - 05	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1187	Joseph Gibbons Public School	Public School	 L7G 2T3	905-877-4653	41 Moore Park Cres
ON	Oakville	http://www.hdsb.ca/jwh/	JK - 08	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1179	James W. Hill Public School	Public School	 L6J 6R3	905-845-2333	2860 Kingsway Dr
ON	Milton	http://icp.hdsb.ca	JK - 08	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1105	Irma Coulson Public School	Public School	 L9T 8M4	905-693-0712	625 Sauve St
ON	Oakville	http://ridgeweb.blogspot.ca/	09 - 12	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=2019	Iroquois Ridge High School	High School	 L6H 5M1	905-845-0012	1123 Glenashton Dr
ON	Milton	http://jmd.hdsb.ca	JK - 05	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1178	J.M. Denyes Public School	Public School	 L9T 2E5	905-878-2379	215 Thomas St
ON	Oakville	http://hgp.hdsb.ca	JK - 08	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1175	Heritage Glen Public School	Public School	 L6M 2Z4	905-847-5496	1641 Heritage Way
ON	Georgetown	http://har.hdsb.ca	JK - 05	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1172	Harrison Public School	Public School	 L7G 1P9	905-877-4421	59 Rexway Dr
ON	Milton	http://haw.hdsb.ca	JK - 08	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1173	Hawthorne Village Public School	Public School	 L9T 6X9	905-878-5478	850 Bennett Blvd
ON	Burlington	http://glv.hdsb.ca	JK - 06	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1166	Glenview Public School	Public School	 L7T 1Z1	905-634-6789	143 Townsend Ave
ON	Glen Williams	http://glenwilliamspublicschool.weebly.com/	JK - 05	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1168	Glen Williams Public School	Public School	 L7G 3S8	905-877-9112	512 Main St
ON	Oakville	http://gla.hdsb.ca	JK - 06	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1164	Gladys Speers Public School	Public School	 L6L 2P6	905-827-4841	2150 Samway Rd
ON	Georgetown	http://georgetowndistricthighschool.com	09 - 12	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=2017	Georgetown District High School	High School	 L7G 3Z5	905-877-6966	70 Guelph St
ON	Georgetown	http://gek.hdsb.ca	JK - 05	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1162	George Kennedy Public School	Public School	 L7G 1C5	905-877-4381	75 Weber Dr
ON	Burlington	http://garyallan.ca/	11 - 12	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=2050	Gary Allan High School - Burlington	- Burlington	 L7N 1M8	905-632-2944	3250 New St
ON	Oakville	http://gws.hdsb.ca	09 - 12	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=2014	Garth Webb Secondary School	Secondary School	 L6M 4W2	905-847-6875	2820 Westoak Trails Blvd
ON	Burlington	http://fro.hdsb.ca	JK - 08	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1158	Frontenac Public School	Public School	 L7L 3V4	905-632-1690	5140 Pinedale Ave
ON	Oakville	http://fal.hdsb.ca	JK - 08	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1155	Falgarwood Public School	Public School	 L6H 2H7	905-845-7478	1385 Gainsborough Dr
ON	Georgetown	http://gps.hdsb.ca	JK - 08	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1160	Ethel Gardiner Public School	Public School	 L7G 6L8	905-877-3849	14365 Danby Rd
ON	Burlington	http://fms.hdsb.ca	JK - 08	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1157	Florence Meares Public School	Public School	 L7M 4W6	905-319-9936	2102 Berwick Dr
ON	Oakville	http://for.hdsb.ca	01 - 08	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1156	Forest Trail Public School	Public School	 L6M 4B9	905-469-0341	1406 Pine Glen Rd
ON	Milton	http://evp.hdsb.ca/	JK - 08	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1147	Escarpment View Public School	Public School	 L9T 0T1	905-878-6176	351 Scott Blvd
ON	Burlington	http://dfh.hdsb.ca	09 - 12	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=2001	Dr. Frank J. Hayden Secondary School	Secondary School	 L7M 0N6	905-332-5235	3040 Tim Dobbie Dr
ON	Oakville	http://ejj.hdsb.ca	01 - 08	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1140	E.J. James Public School	Public School	 L6J 4M6	905-845-2015	338 Cairncroft Rd
ON	Milton	http://ewf.hdsb.ca	JK - 05	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1146	E.W. Foster Public School	Public School	 L9T 4M5	905-878-1953	320 Coxe Blvd
ON	Oakville	http://eastviewschool.org/	JK - 08	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1138	Eastview Public School	Public School	 L6L 1T4	905-827-1541	2266 Hixon St
ON	Oakville	http://ecs.hdsb.ca	JK - 08	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1145	Emily Carr Public School	Public School	 L6M 0G5	905-827-3928	2255 Pine Glen Rd
ON	Burlington	http://drc.hdsb.ca	JK - 05	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1130	Dr. Charles Best Public School	Public School	 L7M 1C7	905-336-2474	3110 Parkgate Cres
ON	Milton	http://cks.hdsb.ca/	09 - 12	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=2008	Craig Kielburger Secondary School	Secondary School	 L9T 7V8	905-878-0575	1151 Ferguson Dr
ON	Milton	http://chr.hdsb.ca	JK - 08	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1122	Chris Hadfield Public School	Public School	 L9T 5P5	905-875-1876	1114 Woodward Ave
ON	Burlington	http://cla.hdsb.ca	JK - 06	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1124	Clarksdale Public School	Public School	 L7P 1C6	905-335-5605	2399 Mountainside Dr
ON	Burlington	http://crb.hdsb.ca	JK - 08	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1121	Charles R. Beaudoin Public School	Public School	 L7M 5A1	905-637-8297	4313 Clubview Dr
ON	Burlington	http://cen.hdsb.ca	JK - 06	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1114	Central Public School	Public School	 L7R 2H2	905-634-7739	638 Brant St
ON	Burlington	http://ald.hdsb.ca	07 - 08	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1005	Aldershot Elem. School	Elem. School	 L7T 1E5	905-637-2383	50 Fairwood Pl W
ON	Acton	http://act.hdsb.ca/	09 - 12	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=2003	Acton District High School	High School	 L7J 2V2	519-853-2920	21 CEDAR RD
ON	Oakville	http://aph.hdsb.ca/	09 - 12	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=2002	Abbey Park High School	High School	 L6M 2G5	905-827-4101	1455 Glen Abbey Gate
ON	Oakville	http://jcp.hdsb.ca/	JK - 08	Halton District School Board		https://www.hdsb.ca:443/schooldetails/SchoolDetails.aspx?sc=1188	Joshua Creek Public School	Public School	 L6H 7P9	905-257-7492	1450 Arrowhead Rd
