province	city	school_url	school_grades	school_board	school_language	response_url	school_name	school_type	postal_code	phone_number	street_address
QC	LeMoyne	http://lajeunesse.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/lajeunesse/	École Lajeunesse	Primary school	 J4R 2K1	450671-7293	160, René-Philippe
QC	Longueuil	http://joseph-de-serigny.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/joseph-de-serigny/	École Joseph-De Sérigny	Primary school	 J4J 1W3	450468-1247	1000, chemin du Lac
QC	Longueuil	http://www.ecolejo.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/jacques-ouellette/	École Jacques-Ouellette	Primary school	 J4K 2P4	450670-2951	1240, boul. Nobert
QC	Brossard	http://georges-p-vanier.ecoles.csmv.qc.ca	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/georges-p-vanier/	École Georges-P.-Vanier	Primary school	  J4Z 2C2	450678-0490	3400, Boisclair
QC	Longueuil	http://hubert-perron.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/hubert-perron/	École Hubert-Perron	Primary school	 J4K 2L1	450674-7784	1100, Beauregard
QC	Saint-Hubert	http://laurent-benoit.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/laurent-benoit/	École Laurent-Benoît	Primary school	 J3Y 6H1	450656-2010	5905, Laurent-Benoît
QC	Brossard	http://guillaume-vignal.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/guillaume-vignal/	École Guillaume-Vignal	Primary school	 J4Y 1E6	450676-5946	7465, Malherbe
QC	Longueuil	http://gentilly.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/gentilly-boise-des-lutins/	École Gentilly (Boisé des lutins)	Primary school	 J4J 5L6	450468-1267	1500, boul. Curé-Poirier Est
QC	Longueuil	http://felix-leclerc.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/felix-leclerc/	École Félix-Leclerc	Primary school	 J4K 1G1	450651-7768	1450, Wagram
QC	Saint-Hubert	http://monseigneur-forget.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/monseigneur-forget/	École Monseigneur-Forget	Primary school	 J4T 1M8	450678-2404	1700, De Gaulle
QC	Longueuil	http://george-etienne-cartier.ecoles.csmv.qc.ca//	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/george-etienne-cartier/	École George-Étienne-Cartier	Primary school	 J4L 3M5	450463-1406	3455, Soissons
QC	Saint-Hubert	http://mauriceduplessis.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/maurice-l-duplessis/	École Maurice-L.-Duplessis	Primary school	 J4T 2X3	450678-1575	3225, Windsor
QC	Saint-Hubert	http://gaetan-boucher.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/gaetan-boucher/	École Gaétan-Boucher	Primary school	 J3Y 2T4	450656-5521	4850, boul. Westley
QC	Longueuil (Saint-Hubert)	http://georges-p-vanier.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/annexe-de-lecole-georges-p-vanier/	Annexe de l’école D’Iberville	Primary school	  J3Y 2E6	450-678-0145	5095, rue Aurèle
QC	Longueuil	http://du-tournesol.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/du-tournesol/	École du Tournesol	Primary school	 J4L 4A3	450674-9145	2515, Boulogne
QC	Longueuil	http://gentilly.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/gentilly/	École Gentilly	Primary school	 J4M 1C2	450468-1267	1280, Beauharnois
QC	Saint-Lambert	http://des-saints-anges.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/des-saints-anges/	École des Saints-Anges	Primary school	 J4P 1H2	450671-8151	126, Logan
QC	Longueuil	http://eivl.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/nouvelle-ecole-internationale-du-vieux-longueuil/	École internationale du Vieux-Longueuil	Primary school	 J4N 1N7	450670-9494	2301, boul. Fernand-Lafontaine
QC	Longueuil	http://cure-lequin.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/du-cure-lequin/	École du Curé-Lequin	Primary school	 J4K 3V8	450670-7581	653, rue Préfontaine
QC	Saint-Hubert	http://www.desquatresaisons.com/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/des-quatre-saisons/	École des Quatre-Saisons	Primary school	 J4T 1G7	450678-2383	1820, Walnut
QC	Brossard	http://de-la-rosedesvents.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/de-la-rosedesvents/	École de la Rose-des-Vents	Primary school		450616-8050	8500, rue de Londres
QC	Saint-Hubert	http://diberville.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/diberville/	École D’Iberville	Primary school	 J3Y 2C5	450678-0145	5035, Redmond
QC	Longueuil	http://despetits-explorateurs.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/ecole-des-petits-explorateurs/	École des Petits-Explorateurs	Primary school	 J4J 3A5	450616-8035	1711, rue Bourassa
QC	Saint-Hubert	http://desmillefleurs.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/des-mille-fleurs/	École des Mille-Fleurs	Primary school	 J3Z 1B7	450462-3844	1600, Monaco
QC	Longueuil	http://denormandie.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/de-normandie/	École de Normandie	Primary school	 J4H 3P4	450679-4650	450, de Normandie
QC	Saint-Hubert	http://demaricourt.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/de-maricourt/	École De Maricourt	Primary school	 J3Y 4P4	450678-0201	3675, Coderre
QC	Saint-Hubert	http://charles-lemoyne.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/charles-lemoyne/	École Charles-Le Moyne	Primary school	 J3Y 4N6	450678-0078	2505, Coderre
QC	Brossard	http://charles-bruneau.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/charles-bruneau/	École Charles-Bruneau	Primary school	 J4Y 2A3	450676-9285	3010, Napoléon
QC	Longueuil	http://bel-essor.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/bel-essor/	École Bel-Essor	Primary school	 J4N 1A2	450468-0833	1250, chemin du Tremblay
QC	Saint-Hubert	http://dujardin-bienville.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/du-jardin-bienville/	École du Jardin-Bienville	Primary school	 J3Y 7Y9	450678-0670	8370, Gervais
QC	Saint-Hubert	http://de-la-mosaique.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/de-la-mosaique/	École de la Mosaïque	Primary school	 J3Y 1T2	450676-3101	6905, Maricourt
QC	Longueuil	http://armand-racicot.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/armand-racicot/	École Armand-Racicot	Primary school	J4H 3B2	450670-5470	965, rue Saint-Thomas
QC	Longueuil	http://carillon.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/carillon/	École Carillon	Primary school	 J4J 4H2	450674-3210	1360, rue Laurier
QC	Longueuil	http://christ-roi.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/christ-roi/	École Christ-Roi	Primary school	J4L 3S9	450674-7062	3000, Dumont
QC	Greenfield Park		primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/centre-hospitalier-charles-lemoyne/	Centre hospitalier Charles-LeMoyne	Primary school	 J4V 2H1	450466-50002008	3120, boul. Taschereau
QC	Greenfield Park	http://igfp.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/ecole-internationale-de-greenfield-park/	École internationale de Greenfield Park	Primary school	 J4V 1Y7	450672-0042	776, Campbell
QC	Longueuil	http://bourgeoys-champagnat.ecoles.csmv.qc.ca/	primaire	Commission scolaire Marie-Victorin	French	https://www.csmv.qc.ca/primaire/nos-ecoles/bourgeoys-champagnat/	École Bourgeoys-Champagnat	Primary school	J4J 3P8	450674-6420	2180, Brébeuf
